A,B,C,D,E,F,G,H,I,J,K,L,M,N,Z
42,"0,264264439733336",6,12,0,4,1,1,"0,92","0,8485","0,35","0,194",40,100,140
42,"0,565228565418996",6,13,0,4,1,1,"0,9","0,8182","0,37","0,0896",18,118,136
42,"0,000619314186234038",6,14,0,4,1,1,"0,92","0,8788","0,4","0,194",25,93,118
42,"0,856157160749502",6,15,0,4,1,1,"0,94","0,8333","0,31","0,1642",18,86,104
42,"0,572640054060089",6,16,0,4,1,1,"0,92","0,8333","0,33","0,1343",30,170,200
42,"0,324025826439567",6,17,0,4,1,1,"0,9","0,8182","0,37","0,2537",54,355,409
42,"0,325935090947783",6,18,0,4,1,1,"0,88","0,803","0,39","0,2836",52,414,466
42,"0,504697743099806",6,19,0,4,1,2,"0,84","0,7424","0,39","0,3284",55,271,326
42,"0,625175297989645",6,20,0,4,1,2,"0,8","0,7273","0,43","0,194",40,214,254
42,"0,418740236004191",6,21,0,4,1,3,"0,76","0,697","0,52",0,29,142,171
42,"0,183443515525337",6,22,0,4,1,2,"0,74","0,6818","0,58","0,1642",22,131,153
42,"0,0960299852217516",6,23,0,4,1,2,"0,74","0,697","0,57","0,1642",15,82,97
42,"0,48035771015442",6,0,0,5,1,3,"0,7","0,6515","0,65","0,2239",8,61,69
42,"0,45124272231187",6,1,0,5,1,3,"0,7","0,6515","0,65","0,2239",5,18,23
42,"0,474285943966916",6,2,0,5,1,1,"0,68","0,6364","0,69","0,1642",6,7,13
42,"0,53171790767587",6,3,0,5,1,1,"0,68","0,6364","0,69","0,1642",3,3,6
42,"0,125384754102696",6,4,0,5,1,1,"0,66","0,6061","0,78","0,1642",0,4,4
42,"0,942631851940166",6,5,0,5,1,1,"0,66","0,6061","0,78","0,1642",0,28,28
42,"0,48655257160142",6,6,0,5,1,1,"0,66","0,6061","0,78","0,0896",10,94,104
42,"0,280502092316338",6,7,0,5,1,1,"0,72","0,6818","0,66","0,1045",25,242,267
42,"0,125349044311281",6,8,0,5,1,1,"0,74","0,6818","0,58","0,1343",29,423,452
42,"0,704050119053869",6,9,0,5,1,1,"0,76","0,697","0,55",0,37,176,213
42,"0,886024195831311",6,10,0,5,1,1,"0,78","0,7121","0,52",0,23,88,111
42,"0,934210490320315",6,11,0,5,1,1,"0,82","0,7576","0,46",0,46,107,153
42,"0,523882637575934",6,12,0,5,1,1,"0,84","0,7576","0,44","0,1343",40,167,207
42,"0,304200878558528",6,13,0,5,1,1,"0,84","0,7576","0,44","0,1045",40,149,189
42,"0,628428747865672",6,14,0,5,1,1,"0,86","0,7727","0,39",0,44,121,165
42,"0,808798506181908",6,15,0,5,1,1,"0,84","0,7576","0,44","0,1045",49,163,212
42,"0,569520333773535",6,16,0,5,1,1,"0,82","0,7879","0,56","0,2985",46,239,285
42,"0,438666737626441",6,17,0,5,1,1,"0,82","0,7727","0,52","0,2239",63,454,517
42,"0,156576899298543",6,18,0,5,1,1,"0,8","0,7727","0,59","0,2239",96,367,463
42,"0,808642378985838",6,19,0,5,1,1,"0,78","0,7424","0,59","0,194",61,245,306
42,"0,165847426849429",6,20,0,5,1,1,"0,76","0,7121","0,62","0,1045",53,197,250
42,"0,149139565446786",6,21,0,5,1,1,"0,76","0,7273","0,66","0,1343",55,163,218
42,"0,312813048524281",6,22,0,5,1,1,"0,72","0,697","0,74","0,2537",40,145,185
42,"0,618711601068733",6,23,0,5,1,1,"0,72","0,697","0,74","0,1642",36,110,146
42,"0,536628605113326",6,0,0,6,0,1,"0,7","0,6667","0,79","0,1343",28,89,117
42,"0,383074058182921",6,1,0,6,0,1,"0,7","0,6667","0,79","0,0896",10,67,77
42,"0,0103070971775347",6,2,0,6,0,1,"0,7","0,6667","0,79","0,1045",10,50,60
42,"0,266256353878322",6,3,0,6,0,1,"0,68","0,6364","0,83","0,0896",10,18,28
42,"0,304062767547086",6,4,0,6,0,1,"0,68","0,6364","0,79","0,0896",4,9,13
42,"0,391151421175643",6,5,0,6,0,1,"0,68","0,6364","0,74","0,1343",4,12,16
42,"0,166717770506881",6,6,0,6,0,1,"0,7","0,6515","0,61","0,1343",9,31,40
42,"0,765685791437783",6,7,0,6,0,1,"0,72","0,6667","0,58","0,194",18,50,68
42,"0,557153036068985",6,8,0,6,0,1,"0,74","0,6818","0,58","0,194",32,111,143
42,"0,776351960525217",6,9,0,6,0,1,"0,74","0,6818","0,62","0,1343",59,171,230
42,"0,812183163695603",6,10,0,6,0,1,"0,74","0,6818","0,58","0,1642",91,173,264
42,"0,903236959683023",6,11,0,6,0,1,"0,76","0,7121","0,62","0,1343",110,215,325
42,"0,866862496313814",6,12,0,6,0,1,"0,8","0,7576","0,55","0,2239",112,235,347
42,"0,68135357223238",6,13,0,6,0,1,"0,8","0,7576","0,55","0,194",150,237,387
42,"0,483634973464444",6,14,0,6,0,1,"0,82","0,7727","0,49","0,1045",148,232,380
42,"0,731529883459122",6,15,0,6,0,1,"0,82","0,7727","0,49","0,1045",142,232,374
42,"0,812252344798304",6,16,0,6,0,2,"0,8","0,7273","0,46","0,194",169,225,394
42,"0,259969028710269",6,17,0,6,0,2,"0,74","0,6818","0,58","0,1642",147,190,337
42,"0,050011927250236",6,18,0,6,0,2,"0,72","0,6818","0,62","0,1343",131,155,286
42,"0,469905407306035",6,19,0,6,0,1,"0,7","0,6515","0,65","0,194",97,167,264
42,"0,887424687174349",6,20,0,6,0,1,"0,68","0,6364","0,74","0,2537",95,180,275
42,"0,64713051851827",6,21,0,6,0,1,"0,66","0,6212","0,74","0,2239",76,144,220
42,"0,997886898225606",6,22,0,6,0,1,"0,66","0,6061","0,78","0,2239",53,137,190
42,"0,555327823015569",6,23,0,6,0,1,"0,66","0,6212","0,74","0,1045",24,107,131
42,"0,18428602578243",6,0,0,0,0,1,"0,66","0,6061","0,78","0,2239",19,100,119
42,"0,44783771937556",6,1,0,0,0,1,"0,64","0,5758","0,83","0,1045",19,74,93
42,"0,392769856438652",6,2,0,0,0,1,"0,64","0,5758","0,89","0,2537",9,57,66
42,"0,169303100951234",6,3,0,0,0,1,"0,64","0,5758","0,89","0,2836",8,20,28
42,"0,837071212969643",6,4,0,0,0,1,"0,62","0,5606","0,88","0,1642",8,6,14
42,"0,816052906026552",6,5,0,0,0,1,"0,62","0,5606","0,88","0,2239",5,5,10
42,"0,469381852955512",6,6,0,0,0,1,"0,62","0,5606","0,88","0,1045",5,9,14
42,"0,102095569521776",6,7,0,0,0,1,"0,64","0,5909","0,78","0,1045",7,27,34
42,"0,546222673217646",6,8,0,0,0,1,"0,7","0,6667","0,74",0,28,64,92
42,"0,294189480365948",6,9,0,0,0,1,"0,72","0,6818","0,66",0,75,107,182
42,"0,722157222180515",6,10,0,0,0,1,"0,76","0,7121","0,58","0,0896",120,191,311
42,"0,62455541516288",6,11,0,0,0,1,"0,78","0,7273","0,55","0,1045",131,236,367
42,"0,438718897138211",6,12,0,0,0,1,"0,82","0,7576","0,46",0,176,244,420
42,"0,679445982781364",6,13,0,0,0,1,"0,78","0,7424","0,59","0,2836",109,264,373
42,"0,697234124068219",6,14,0,0,0,1,"0,82","0,7879","0,56","0,2537",96,219,315
42,"0,496791919330301",6,15,0,0,0,1,"0,8","0,7727","0,59","0,2985",142,218,360
42,"0,8386324821386",6,16,0,0,0,3,"0,68","0,6364","0,83","0,2836",115,235,350
42,"0,332089738225798",6,17,0,0,0,3,"0,68","0,6364","0,83","0,2836",94,158,252
42,"0,0755454592042087",6,18,0,0,0,1,"0,7","0,6667","0,74","0,1642",69,187,256
42,"0,12198209807532",6,19,0,0,0,1,"0,7","0,6667","0,74","0,1045",67,156,223
42,"0,201304919484751",6,20,0,0,0,1,"0,66","0,6061","0,83","0,1642",62,144,206
42,"0,258711165941144",6,21,0,0,0,1,"0,66","0,6061","0,83","0,1045",39,101,140
42,"0,262130325495886",6,22,0,0,0,1,"0,64","0,5758","0,83","0,1343",31,97,128
42,"0,36049751294327",6,23,0,0,0,1,"0,64","0,5909","0,78","0,194",33,74,107
42,"0,906140694896178",6,0,0,1,1,1,"0,64","0,5909","0,78","0,1343",8,20,28
42,"0,568500912985588",6,1,0,1,1,1,"0,64","0,6061","0,73","0,2239",6,10,16
42,"0,220298781172836",6,2,0,1,1,1,"0,62","0,5909","0,73","0,2836",2,8,10
42,"0,560581137643968",6,3,0,1,1,1,"0,6","0,6061","0,6","0,4925",1,6,7
42,"0,329330379323921",6,4,0,1,1,1,"0,56","0,5303","0,64","0,2985",1,3,4
42,"0,365295858307468",6,5,0,1,1,1,"0,54","0,5152","0,64","0,3881",2,27,29
42,"0,208911356261795",6,6,0,1,1,1,"0,54","0,5152","0,64","0,4179",7,98,105
42,"0,291039401293497",6,7,0,1,1,1,"0,56","0,5303","0,56","0,3582",26,302,328
42,"0,550726093827098",6,8,0,1,1,1,"0,58","0,5455","0,49","0,4478",44,432,476
42,"0,309698929341593",6,9,0,1,1,1,"0,62","0,6212","0,46","0,3582",35,189,224
42,"0,674256261146021",6,10,0,1,1,1,"0,64","0,6212","0,41","0,3284",38,80,118
42,"0,830241219077901",6,11,0,1,1,1,"0,66","0,6212","0,41","0,2985",53,106,159
42,"0,0177623675129096",6,12,0,1,1,1,"0,66","0,6212","0,41","0,2836",35,161,196
42,"0,365627506016688",6,13,0,1,1,1,"0,7","0,6364","0,37",0,53,174,227
42,"0,83381919240772",6,14,0,1,1,1,"0,7","0,6364","0,34","0,2537",55,145,200
42,"0,019857677726102",6,15,0,1,1,1,"0,7","0,6364","0,37","0,4478",58,127,185
42,"0,977846064841323",6,16,0,1,1,1,"0,7","0,6364","0,37","0,4179",64,262,326
42,"0,518592264588735",6,17,0,1,1,1,"0,7","0,6364","0,39","0,3284",72,529,601
42,"0,102711214903704",6,18,0,1,1,1,"0,7","0,6364","0,37","0,3582",76,510,586
42,"0,864987023425064",6,19,0,1,1,1,"0,66","0,6212","0,39","0,2836",75,348,423
42,"0,849902455280228",6,20,0,1,1,1,"0,64","0,6212","0,44","0,2537",78,253,331
42,"0,474546337901186",6,21,0,1,1,1,"0,64","0,6212","0,41","0,2537",40,178,218
42,"0,0549245722110805",6,22,0,1,1,1,"0,62","0,6212","0,46","0,2239",20,114,134
42,"0,97777564106492",6,23,0,1,1,1,"0,62","0,6212","0,46","0,194",14,75,89
42,"0,748250847684538",6,0,0,2,1,1,"0,6","0,6212","0,49","0,194",13,18,31
42,"0,183954549325414",6,1,0,2,1,1,"0,6","0,6212","0,49","0,2537",3,10,13
42,"0,36015684914359",6,2,0,2,1,1,"0,6","0,6212","0,49","0,2836",2,8,10
42,"0,33628703184473",6,3,0,2,1,1,"0,58","0,5455","0,53","0,3284",1,1,2
42,"0,814350639090259",6,4,0,2,1,1,"0,54","0,5152","0,6","0,2537",0,3,3
42,"0,473860887785667",6,5,0,2,1,1,"0,54","0,5152","0,56","0,3284",3,23,26
42,"0,0046657985422441",6,6,0,2,1,1,"0,54","0,5152","0,56","0,2985",6,107,113
42,"0,121971621697055",6,7,0,2,1,1,"0,56","0,5303","0,52","0,4179",19,346,365
42,"0,353670170452568",6,8,0,2,1,1,"0,58","0,5455","0,49","0,3881",45,441,486
42,"0,0182749747183979",6,9,0,2,1,1,"0,62","0,6212","0,46","0,194",19,174,193
42,"0,432470416951699",6,10,0,2,1,1,"0,62","0,6212","0,46","0,2239",33,97,130
42,"0,649589676689423",6,11,0,2,1,1,"0,64","0,6212","0,41","0,2836",40,103,143
42,"0,189624433398505",6,12,0,2,1,1,"0,64","0,6212","0,41","0,3582",30,139,169
42,"0,304707380102969",6,13,0,2,1,1,"0,64","0,6212","0,44","0,2239",33,176,209
42,"0,966522404123776",6,14,0,2,1,2,"0,64","0,6212","0,47","0,194",41,118,159
42,"0,178562539975967",6,15,0,2,1,1,"0,64","0,6212","0,47","0,1642",42,136,178
42,"0,797748693185785",6,16,0,2,1,1,"0,68","0,6364","0,41","0,194",51,279,330
42,"0,817382438241638",6,17,0,2,1,3,"0,64","0,6212","0,5","0,2836",85,484,569
42,"0,323929689943121",6,18,0,2,1,1,"0,62","0,6212","0,51","0,3284",65,473,538
42,"0,993924013503236",6,19,0,2,1,1,"0,64","0,6212","0,5","0,3582",51,335,386
42,"0,29038152478627",6,20,0,2,1,1,"0,6","0,6212","0,56","0,1642",60,237,297
42,"0,480792159121992",6,21,0,2,1,1,"0,6","0,6212","0,56","0,2985",37,206,243
42,"0,128913653813071",6,22,0,2,1,1,"0,58","0,5455","0,6","0,2239",29,159,188
42,"0,958086302276638",6,23,0,2,1,1,"0,56","0,5303","0,68","0,2239",19,91,110
42,"0,109607515587569",6,0,0,3,1,1,"0,56","0,5303","0,64","0,3582",8,44,52
42,"0,630388770936547",6,1,0,3,1,1,"0,54","0,5152","0,64","0,2836",0,14,14
42,"0,68672354951785",6,2,0,3,1,1,"0,52","0,5","0,63","0,2239",0,9,9
42,"0,949876068044852",6,3,0,3,1,1,"0,5","0,4848","0,68","0,2537",0,1,1
42,"0,36732902957181",6,4,0,3,1,1,"0,5","0,4848","0,63","0,2836",0,4,4
42,"0,79361334264265",6,5,0,3,1,1,"0,48","0,4697","0,67","0,2836",1,20,21
42,"0,187146538648134",6,6,0,3,1,1,"0,5","0,4848","0,63","0,2537",11,110,121
42,"0,89275151832729",6,7,0,3,1,1,"0,54","0,5152","0,6","0,1343",22,348,370
42,"0,406332053259869",6,8,0,3,1,1,"0,58","0,5455","0,53","0,1343",53,445,498
42,"0,249699256148389",6,9,0,3,1,1,"0,6","0,6212","0,49",0,22,185,207
42,"0,936204159473223",6,10,0,3,1,1,"0,64","0,6212","0,47","0,1642",27,108,135
42,"0,0566059940996777",6,11,0,3,1,1,"0,68","0,6364","0,36",0,49,115,164
42,"0,138915760992478",6,12,0,3,1,1,"0,7","0,6364","0,34","0,2239",33,178,211
42,"0,547708573633254",6,13,0,3,1,1,"0,74","0,6515","0,28","0,2836",43,146,189
42,"0,642769618172125",6,14,0,3,1,1,"0,74","0,6515","0,28",0,50,128,178
42,"0,43409045087717",6,15,0,3,1,1,"0,76","0,6667","0,27",0,33,131,164
42,"0,827004079104479",6,16,0,3,1,1,"0,76","0,6667","0,27","0,1343",47,265,312
42,"0,694654023175183",6,17,0,3,1,1,"0,74","0,6515","0,28","0,1045",83,555,638
42,"0,851266347253947",6,18,0,3,1,1,"0,72","0,6515","0,32","0,1343",80,527,607
42,"0,453940526357838",6,19,0,3,1,1,"0,7","0,6364","0,37","0,2836",54,362,416
42,"0,685194953022601",6,20,0,3,1,1,"0,66","0,6212","0,44","0,1642",57,273,330
42,"0,253506107425166",6,21,0,3,1,1,"0,64","0,6212","0,47","0,2239",48,209,257
42,"0,766498740281929",6,22,0,3,1,1,"0,62","0,6212","0,5","0,1045",31,144,175
42,"0,625911881372451",6,23,0,3,1,1,"0,62","0,6212","0,53",0,17,90,107
42,"0,334659402233398",6,0,0,4,1,1,"0,6","0,6212","0,56","0,1045",9,38,47
42,"0,217772246486069",6,1,0,4,1,1,"0,58","0,5455","0,6",0,4,13,17
42,"0,337033718395797",6,2,0,4,1,1,"0,6","0,6212","0,56","0,0896",1,4,5
42,"0,993896944003287",6,3,0,4,1,2,"0,56","0,5303","0,73","0,0896",0,4,4
42,"0,685670513898635",6,4,0,4,1,2,"0,56","0,5303","0,68","0,1045",0,6,6
42,"0,583109766577573",6,5,0,4,1,1,"0,6","0,6061","0,64","0,194",7,18,25
42,"0,78808876346326",6,6,0,4,1,3,"0,58","0,5455","0,73","0,1642",8,104,112
42,"0,678686592914939",6,7,0,4,1,3,"0,56","0,5303","0,78","0,1642",16,172,188
42,"0,822152833617702",6,8,0,4,1,2,"0,6","0,5909","0,69","0,1343",24,364,388
42,"0,200440637975656",6,9,0,4,1,2,"0,62","0,6061","0,65","0,194",29,232,261
42,"0,630811574213447",6,10,0,4,1,2,"0,66","0,6212","0,61","0,2537",18,103,121
42,"0,589231638016592",6,11,0,4,1,2,"0,68","0,6364","0,61","0,2985",33,117,150
42,"0,0182697502659342",6,12,0,4,1,1,"0,72","0,6667","0,54","0,3881",41,165,206
42,"0,616556418213811",6,13,0,4,1,2,"0,72","0,6667","0,54","0,2537",37,114,151
42,"0,575627339171389",6,14,0,4,1,2,"0,72","0,6667","0,54","0,3284",39,114,153
42,"0,152922395037552",6,15,0,4,1,2,"0,7","0,6515","0,61","0,2985",32,127,159
42,"0,0060961650537312",6,16,0,4,1,3,"0,66","0,6212","0,69","0,194",36,258,294
42,"0,465504091109056",6,17,0,4,1,2,"0,64","0,5909","0,78","0,1045",42,230,272
42,"0,457434049760854",6,18,0,4,1,1,"0,64","0,5758","0,83","0,2239",26,299,325
42,"0,945599232797632",6,19,0,4,1,1,"0,62","0,5758","0,83","0,2836",58,269,327
42,"0,106342973120162",6,20,0,4,1,1,"0,62","0,5758","0,83","0,3284",25,176,201
42,"0,421876492182031",6,21,0,4,1,3,"0,62","0,5758","0,83","0,2537",34,154,188
42,"0,79471275930216",6,22,0,4,1,3,"0,62","0,5758","0,83","0,2537",24,127,151
42,"0,0723569001954988",6,23,0,4,1,3,"0,6","0,5606","0,83","0,2537",2,14,16
42,"0,486181923149239",6,0,0,5,1,1,"0,56","0,5303","0,88","0,0896",3,21,24
42,"0,0801957466550817",6,1,0,5,1,1,"0,56","0,5303","0,94","0,1343",4,19,23
42,"0,671419995418307",6,2,0,5,1,1,"0,56","0,5303","0,94","0,1045",2,11,13
42,"0,803135562772923",6,3,0,5,1,1,"0,56","0,5303","0,94","0,1045",1,5,6
42,"0,897354701961264",6,4,0,5,1,1,"0,54","0,5152","0,94","0,1343",1,5,6
42,"0,0808724956406232",6,5,0,5,1,1,"0,54","0,5152",1,0,1,12,13
42,"0,151597183147124",6,6,0,5,1,1,"0,56","0,5303","0,94",0,8,89,97
42,"0,299854395540262",6,7,0,5,1,1,"0,6","0,5606","0,83",0,25,225,250
42,"0,886276411594687",6,8,0,5,1,2,"0,6","0,5606","0,83",0,28,426,454
42,"0,514820061421862",6,9,0,5,1,1,"0,7","0,6515","0,58","0,194",28,196,224
42,"0,656305208981665",6,10,0,5,1,1,"0,7","0,6515","0,58","0,194",44,126,170
42,"0,905629373937504",6,11,0,5,1,1,"0,68","0,6364","0,69","0,2537",43,138,181
42,"0,0207547881300681",6,12,0,5,1,1,"0,7","0,6515","0,65","0,2537",49,194,243
42,"0,0967194032276031",6,13,0,5,1,1,"0,74","0,6818","0,62","0,2836",48,156,204
42,"0,690837112818424",6,14,0,5,1,1,"0,76","0,697","0,52","0,194",73,142,215
42,"0,936833086255219",6,15,0,5,1,1,"0,78","0,697","0,43","0,2239",62,181,243
42,"0,884003066042351",6,16,0,5,1,1,"0,76","0,6818","0,45","0,1642",69,286,355
42,"0,738168057585689",6,17,0,5,1,3,"0,76","0,6818","0,4","0,194",85,467,552
42,"0,427238441914582",6,18,0,5,1,3,"0,76","0,6818","0,4","0,194",62,388,450
42,"0,452181806641463",6,19,0,5,1,3,"0,64","0,5758","0,83","0,2537",53,275,328
42,"0,519193089656097",6,20,0,5,1,1,"0,64","0,5909","0,78","0,1045",40,192,232
42,"0,468002139132061",6,21,0,5,1,1,"0,64","0,5909","0,78","0,0896",49,159,208
42,"0,213877555243288",6,22,0,5,1,1,"0,62","0,5606","0,88","0,1343",48,127,175
42,"0,878436989014923",6,23,0,5,1,1,"0,62","0,5758","0,83","0,1343",37,141,178
42,"0,155982909909559",6,0,0,6,0,1,"0,62","0,5606","0,88","0,1343",21,83,104
42,"0,253201163355532",6,1,0,6,0,1,"0,62","0,5758","0,83","0,1045",15,80,95
42,"0,413855466872293",6,2,0,6,0,1,"0,6","0,5455","0,88",0,16,37,53
42,"0,376111323943367",6,3,0,6,0,1,"0,6","0,5455","0,88","0,0896",4,16,20
42,"0,578586358854174",6,4,0,6,0,1,"0,6","0,5455","0,88","0,0896",1,4,5
42,"0,31147511937665",6,5,0,6,0,1,"0,62","0,5758","0,83",0,1,6,7
42,"0,971703495352",6,6,0,6,0,1,"0,62","0,5758","0,83","0,1045",9,18,27
42,"0,698588291752906",6,7,0,6,0,1,"0,64","0,5909","0,78","0,1343",12,45,57
42,"0,468752254078205",6,8,0,6,0,1,"0,66","0,6061","0,78","0,0896",28,103,131
42,"0,639171839540937",6,9,0,6,0,1,"0,7","0,6515","0,61","0,2239",62,156,218
42,"0,745389372644764",6,10,0,6,0,1,"0,72","0,6818","0,62","0,194",68,176,244
42,"0,994556292536137",6,11,0,6,0,1,"0,72","0,6818","0,62","0,1343",134,270,404
42,"0,323022748929058",6,12,0,6,0,1,"0,74","0,697","0,66","0,0896",162,258,420
42,"0,693259915981038",6,13,0,6,0,1,"0,76","0,697","0,55",0,135,192,327
42,"0,302364701887918",6,14,0,6,0,2,"0,8","0,7273","0,46","0,2836",138,196,334
42,"0,776779993976019",6,15,0,6,0,2,"0,82","0,7576","0,46","0,1343",153,214,367
42,"0,994681763198618",6,16,0,6,0,2,"0,76","0,697","0,52","0,2239",193,275,468
42,"0,221657934570578",6,17,0,6,0,2,"0,76","0,6818","0,48","0,1642",210,239,449
42,"0,845290891973278",6,18,0,6,0,2,"0,74","0,6818","0,55","0,194",118,263,381
42,"0,640592958184547",6,19,0,6,0,2,"0,74","0,6667","0,51","0,1045",99,227,326
42,"0,62870134634571",6,20,0,6,0,2,"0,72","0,6667","0,58","0,1343",61,127,188
42,"0,0625034548231923",6,21,0,6,0,2,"0,72","0,6818","0,66","0,1045",58,125,183
42,"0,578222951707135",6,22,0,6,0,2,"0,72","0,6818","0,62","0,1343",56,105,161
42,"0,501065283543729",6,23,0,6,0,2,"0,72","0,6818","0,62",0,53,97,150
42,"0,340315452898682",6,0,0,0,0,1,"0,7","0,6515","0,65",0,18,71,89
42,"0,739197891274192",6,1,0,0,0,2,"0,7","0,6515","0,65","0,0896",17,59,76
42,"0,287632749448026",6,2,0,0,0,1,"0,68","0,6364","0,74","0,0896",13,59,72
42,"0,727556540460824",6,3,0,0,0,2,"0,66","0,6061","0,78","0,1343",14,16,30
42,"0,0277237587192086",6,4,0,0,0,2,"0,66","0,6212","0,74","0,1343",7,10,17
42,"0,598958144870259",6,5,0,0,0,2,"0,66","0,6061","0,78",0,7,12,19
42,"0,774940265933188",6,6,0,0,0,2,"0,66","0,6061","0,78","0,1642",11,22,33
42,"0,2487457397714",6,7,0,0,0,2,"0,66","0,6061","0,78","0,1642",35,36,71
42,"0,125181807007412",6,8,0,0,0,3,"0,68","0,6364","0,74","0,1045",25,59,84
42,"0,310761223890658",6,9,0,0,0,2,"0,68","0,6364","0,74","0,1045",58,111,169
42,"0,904550253553283",6,10,0,0,0,2,"0,7","0,6515","0,61","0,1045",86,158,244
42,"0,19085057593984",6,11,0,0,0,2,"0,72","0,6667","0,58","0,0896",141,236,377
42,"0,3775688618786",6,12,0,0,0,2,"0,74","0,6818","0,55","0,0896",141,255,396
42,"0,468793605921941",6,13,0,0,0,2,"0,74","0,6667","0,51",0,149,214,363
42,"0,0114967768864261",6,14,0,0,0,3,"0,74","0,6818","0,58","0,1045",124,193,317
42,"0,759333356323847",6,15,0,0,0,2,"0,74","0,6818","0,55","0,1045",146,216,362
42,"0,701586913403048",6,16,0,0,0,2,"0,76","0,6818","0,48",0,121,257,378
42,"0,265323546158713",6,17,0,0,0,1,"0,74","0,6667","0,51",0,159,238,397
42,"0,816496568270159",6,18,0,0,0,2,"0,74","0,6818","0,58","0,0896",78,218,296
42,"0,607327807060237",6,19,0,0,0,1,"0,72","0,6818","0,62","0,1343",94,217,311
42,"0,267754823582611",6,20,0,0,0,1,"0,7","0,6515","0,7","0,194",86,146,232
42,"0,0139960762482534",6,21,0,0,0,1,"0,68","0,6364","0,79","0,1343",57,110,167
42,"0,397329971589553",6,22,0,0,0,1,"0,66","0,6061","0,78","0,2239",38,114,152
42,"0,112501684459564",6,23,0,0,0,1,"0,66","0,6061","0,78","0,194",14,78,92
42,"0,351654145847255",6,0,0,1,1,1,"0,66","0,6061","0,83","0,1642",7,19,26
42,"0,696199044691604",6,1,0,1,1,1,"0,64","0,5758","0,89","0,0896",9,3,12
42,"0,114790987718582",6,2,0,1,1,1,"0,64","0,5758","0,89","0,0896",2,0,2
42,"0,466691481861705",6,3,0,1,1,3,"0,64","0,5758","0,89",0,1,0,1
42,"0,686541188914752",6,4,0,1,1,3,"0,62","0,5606","0,88","0,1642",1,2,3
42,"0,263711379466471",6,5,0,1,1,3,"0,62","0,5758","0,83","0,1343",0,3,3
42,"0,53819937971384",6,6,0,1,1,3,"0,6","0,5758","0,78","0,1343",1,25,26
42,"0,1753316179001",6,7,0,1,1,3,"0,56","0,5303","0,88","0,194",0,46,46
42,"0,439026267999695",6,8,0,1,1,3,"0,56","0,5303","0,83","0,194",12,209,221
42,"0,32521605472289",6,9,0,1,1,2,"0,6","0,5758","0,78","0,2537",19,200,219
42,"0,48355787587723",6,10,0,1,1,2,"0,6","0,5758","0,78","0,2537",33,58,91
42,"0,726932137192023",6,11,0,1,1,2,"0,6","0,5758","0,78","0,1045",27,67,94
42,"0,140269781458951",6,12,0,1,1,2,"0,62","0,6061","0,69","0,1045",33,129,162
42,"0,488632987177343",6,13,0,1,1,1,"0,64","0,6061","0,65","0,1045",50,129,179
42,"0,615578881044282",6,14,0,1,1,1,"0,66","0,6212","0,61","0,1045",45,130,175
42,"0,813188441018708",6,15,0,1,1,1,"0,66","0,6212","0,61","0,1343",66,139,205
42,"0,905244580062843",6,16,0,1,1,1,"0,7","0,6515","0,58","0,1642",61,238,299
42,"0,720831558203574",6,17,0,1,1,1,"0,7","0,6515","0,54",0,81,484,565
42,"0,147482938520093",6,18,0,1,1,1,"0,7","0,6515","0,61","0,2537",64,474,538
42,"0,948703240226631",6,19,0,1,1,1,"0,66","0,6212","0,65","0,2239",62,369,431
42,"0,425616103620405",6,20,0,1,1,1,"0,66","0,6212","0,69","0,2239",52,264,316
42,"0,333226520903846",6,21,0,1,1,1,"0,64","0,6061","0,73","0,1642",39,167,206
42,"0,839981944627521",6,22,0,1,1,2,"0,64","0,6061","0,73","0,2239",24,106,130
42,"0,805547624224664",6,23,0,1,1,1,"0,62","0,5909","0,78","0,2537",10,50,60
42,"0,477134072958367",6,0,0,2,1,1,"0,62","0,5909","0,78","0,1642",10,23,33
42,"0,0903008954260364",6,1,0,2,1,3,"0,62","0,5909","0,78","0,1642",2,12,14
42,"0,920815411297669",6,2,0,2,1,3,"0,62","0,5758","0,83","0,1642",1,5,6
42,"0,0444104690202318",6,3,0,2,1,3,"0,62","0,5758","0,83","0,1642",0,2,2
42,"0,628911719589662",6,4,0,2,1,2,"0,6","0,5455","0,88","0,1045",2,7,9
42,"0,708764792455658",6,5,0,2,1,2,"0,6","0,5455","0,88","0,1343",3,22,25
42,"0,648207352421714",6,6,0,2,1,2,"0,6","0,5455","0,88","0,1343",8,107,115
42,"0,510753378665957",6,7,0,2,1,2,"0,6","0,5152","0,94",0,21,288,309
42,"0,453048789612661",6,8,0,2,1,2,"0,62","0,5606","0,88","0,1045",33,368,401
42,"0,90390808135029",6,9,0,2,1,2,"0,62","0,5606","0,88","0,2537",32,243,275
42,"0,23186520096519",6,10,0,2,1,2,"0,64","0,5758","0,83","0,194",41,120,161
42,"0,79301148907938",6,11,0,2,1,1,"0,66","0,6061","0,83","0,1642",52,119,171
42,"0,0792433835610793",6,12,0,2,1,1,"0,7","0,6667","0,74","0,1642",40,149,189
42,"0,801268012961114",6,13,0,2,1,1,"0,74","0,697","0,66","0,1642",49,158,207
42,"0,177497730230212",6,14,0,2,1,1,"0,76","0,7121","0,62","0,2239",44,108,152
42,"0,209231723142073",6,15,0,2,1,1,"0,78","0,7424","0,59","0,2537",42,128,170
42,"0,304022945683793",6,16,0,2,1,1,"0,8","0,7727","0,59","0,2239",62,273,335
